nro_conabip,id_departamento,año_fundacion,mail
3614,30049,1991,luzdeprovincia@arnet.com.ar
2266,30056,1943,bibliotecalopezjordangchu@gmail.com
4240,30056,2000,teresamajul@hotmail.com
3798,30063,1998,bpsm3798@hotmail.com
3401,30070,1980,bibliotecase@hotmail.com
3608,30077,1986,biblio.l.alem@hotmail.com
3290,30077,1980,laviejaestacionhernandez@hotmail.com
4043,30084,2001,biblioteca.avellaneda@gmail.com
1615,30084,1932,bporientacion@arnet.com.ar
3751,30084,1980,bibliotecalosaromos@gmail.com
4054,30084,2001,bpcup2001@yahoo.com.ar
4078,30088,2003,serprotagonistas@gmail.com
3917,30088,1976,bibliosansalvador@yahoo.com.ar
401,30091,1920,bibliotecacarruego@gmail.com 
886,30098,1919,bluzobrera1919@yahoo.com.ar
4146,30098,1980,bibliojherrera@yahoo.com.ar
4359,30098,2000,bibliotecapopularsanjusto@hotmail.com
4388,30098,2021,bibliotecapestacion@hotmail.com
3330,34014,1980,bpsimonotto@fibertel.com.ar
3433,34014,1980,bpmargaritadiez@hotmail.com
3314,34035,1994,bipopesfo@hotmail.com
3955,34049,1999,jjbogarin@hotmail.com
2974,34056,1978,biblisanmartin@hotmail.com
3462,38007,1915,cesarmamani29@yahoo.com.ar
3391,38021,1980,bibliotecapopularjorgecalvetti@hotmail.com 
3657,38021,1997,bibliotecaepam3@yahoo.com.ar
763,38014,1905,bibliotecadomingotperez@gmail.com
1198,38056,1926,silvio_valencia@hotmail.com
3575,38063,1980,bibliosanjoseobrero@hotmail.com
3219,38014,1993,biblmonterrico@gmail.com
3215,42007,1980,bmfierrodoblas@cosedo.com.ar
3251,42007,1980,bibliotecaerosiri@gmail.com
2137,42007,1980,bibliotecariglos@yahoo.com.ar
1990,42007,1914,bibliorolon@gmail.com
4300,42007,2005,bpjoaquinanchorena@gmail.com
3279,42014,1980,bibliotecalaadela@hotmail.com
3386,42021,1995,biblioanguil@gmail.com
2317,42021,1980,biblo2317@gmail.com
3737,42021,1994,bibliorodo@cpenet.com.ar
4124,42021,1980,biblioteca_emorisoli@hotmail.com
4251,42021,2009,bibliotecapopularteresaperez@gmail.com
4270,42021,2009,bibliomiguelgomez@gmail.com
4345,42021,2014,bpmalvinasargentinas@gmail.com
3839,42028,1980,bp3839@bepe.ar
3722,42028,1997,ivaveroferrer@yahoo.com.ar
3214,42056,1993,bibliochapaleufu@hotmail.com
2679,42056,1932,bprenovacion@gmail.com
1499,42056,1929,bibliovertiz@yahoo.com.ar
3617,42035,1998,biblioconhello@yahoo.com.ar
3181,42035,1980,biblio_mayer@yahoo.com.ar
2316,42035,1946,biblomn@yahoo.com.ar
1646,42035,1932,popularsarmiento@yahoo.com.ar
3250,42070,1984,biblioalp@yahoo.com.ar
806,42070,1921,sonirack77@yahoo.com.ar
2259,42070,1945,guatrachebpalmafuerte@gmail.com
3416,42070,1994,bibliojosebarbero@gmail.com
3874,42077,1980,bibabramo@hotmail.com
2786,42077,1958,bibliotecammoreno@yahoo.com.ar
883,42077,1923,biblioteca_adelvalle@hotmail.com
3309,42077,1980,falciola@cooparauz.com.ar
3546,42098,1996,bibliocq@hotmail.com
1509,42098,1931,biblio_mb_luantoro@hotmail.com
815,42098,1905,bibliorica@yahoo.com.ar
1555,42105,1931,almafuerte_1555@yahoo.com.ar
4080,42105,2003,bibliotecarosales@hotmail.com
808,42105,1912,bibliotecaestrada@yahoo.com
2803,42105,1958,bibliotecajvg@yahoo.com.ar
2807,42105,1961,bibliotecagarro@gmail.com
1945,42105,1937,biblioamartello@hotmail.com
3231,42119,1993,josehernandezbp@yahoo.com.ar
816,42119,1911,bpraulbdiaz@yahoo.com.ar
1477,42126,1930,bibliotecacaleufu@yahoo.com.ar
3186,42126,1987,bibliotecalamaruja@hotmail.com
3480,42126,1995,bibliotecajorgepicca@yahoo.com.ar
823,42126,1915,biblioquetre@cernet.com.ar
1766,42126,1932,bibrancul452@hotmail.com
3565,42133,1980,vanpraetbiblioteca@yahoo.com.ar
805,42133,1919,bibmartini@hotmail.com
2355,42133,1948,bibliotecaingenieroluiggi@hotmail.com
916,42133,1920,margaretsos@hotmail.com
3434,42133,1994,gildarodriguez_73@hotmail.com
819,42035,1932,bibliosm@cospec.com.ar
897,42140,1921,bibliotecatoay@cpenet.com.ar
1556,42147,1931,biblioarata@yahoo.com.ar
2647,42147,1926,bibliotecatrenel@yahoo.com.ar
2373,42154,1934,bibpopataliva@yahoo.com.ar
2387,42154,1943,biblioteca_sv@yahoo.com.ar
901,42154,1922,biflora.me@hotmail.com
3347,42154,1980,biblioacha@yahoo.com.ar
1345,46014,1980,bmarcelinoreyes@gmail.com
4187,46014,1980,bibliociudadnar@hotmail.com
725,46035,1921,enriquealbertostoller@hotmail.com
716,46042,1903,biblioteca026@gmail.com
665,50021,1914,ifsapaag@hotmail.com
2188,50014,1940,bibliotecadimarco@yahoo.com.ar
1364,50014,1928,bibliotecadeoeste@hotmail.com 
3266,50014,1994,bibescritoresalvearenses@gmail.com
2131,50014,1935,bp2131sarmiento@yahoo.com.ar
3497,50028,1980,bipo_jnazareno@yahoo.com.ar
3057,50035,1970,bip3057@gmail.com
3486,50049,1995,bibliotecapmvivante@yahoo.com.ar
4310,50007,2008,bplibrosabiertosmza@gmail.com
4255,50049,2008,noemi84@live.com.ar
1256,50056,1926,bibliotecatomasgcruzcosta@hotmail.com
2894,50056,1971,biblioteca_pujadas@hotmail.com
3725,50063,1996,bibliochacras@yahoo.com.ar
4315,50063,1996,bibliocarrodilla@live.com.ar
4159,50063,1980,bibliolascompuertas@gmail.com
2875,50063,1911,bibliopmalberdi@yahoo.com.ar
4325,50063,1991,biblio_benitojuarez@yahoo.com.ar
4271,50070,1998,bibliotecagutierrez@gmail.com
3613,50070,1995,bibliotecapopularlucilabombal@hotmail.com
692,50084,1915,bip692@hotmail.com
3233,50091,1947,bpmmorenochilecito@yahoo.com.ar
3271,50091,1986,bibliotecadionisiochaca@gmail.com
3190,50091,1992,bibdigenaro@yahoo.com.ar
4246,50091,2005,biblioteca_pedro_azin@hotmail.com
4173,50098,1980,bibliotecarojasmza@hotmail.com
689,50098,1980,bibliopop.julioaroca@gmail.com
1276,50105,1926,bibliotecafranciscopenasco@yahoo.com.ar
3981,50105,1998,labibliotecadelallave_ml@yahoo.com.ar
1576,50105,1932,bibpop1576@yahoo.com.ar
3282,50105,1993,saltodelasrosasbiblioteca@yahoo.com.ar
3212,50105,1992,bpderly@yahoo.com.ar
4293,50112,2002,bibliotecacirot@gmail.com
4144,50098,1980,bibloaltoverde@yahoo.com.ar
4095,50126,2003,bibliotecapopulartupungato@gmail.com
3662,50119,1997,bibliotecapopularesteves@gmail.com
3234,50119,1987,bibliotecapopularvistaflores@yahoo.com.ar
3299,54119,1994,bibcardozo@yahoo.com.ar
3336,54119,1994,bibpop3336@yahoo.com.ar
4394,54021,2021,bibliotecapopularelurunday@gmail.com
793,54028,1913,bibposadas@arnetbiz.com.ar
3421,54028,1994,bibliotecapopularchepoya@gmail.com
4258,54028,2001,bpsurargentino@yahoo.com
2950,54042,1968,bibliotecaeldorado@hotmail.com
3755,54070,1997,bpmejorpasar@hotmail.com.ar
3395,54077,1994,bibpetcoff@yahoo.com.ar
2944,54077,1962,bibliotecahoracioquiroga@live.com
3304,54084,1980,bibliotecahquir@yahoo.com.ar
2561,54091,1946,bibpopsarmiento@yahoo.com.ar
4079,54091,2002,bibleer@yahoo.com.ar
3935,54098,2000,popularsabato@gmail.com
4247,54112,2004,bibliopopu.sanpedro@gmail.com
3756,58014,1997,bibliotecachanar@yahoo.com.ar
4160,58021,1980,bibliotecaquintu@yahoo.com.ar
824,58042,1980,bibliotecaolascoaga_chosmalal@yahoo.com.ar
2747,58035,1958,bibliotecachrodriguez@gmail.com
3092,58035,1987,butaruca@yahoo.com.ar
1342,58035,1928,bibliotecajbalberdi@gmail.com
3100,58035,1989,bibliolimay@yahoo.com.ar
3103,58035,1980,bpjcortazar@yahoo.com.ar
3104,58035,1980,suyaimapu@yahoo.com.ar
3130,58035,1980,dario.millain@gmail.com
3137,58035,1990,biblioeliel@gmail.com
3145,58035,1980,bibliotecaedelman@yahoo.com.ar
3220,58035,1993,bibliopopularkiquesanchezvera@gmail.com
3222,58035,1993,info.biblioberbel@gmail.com
3319,58035,1994,bpescritoresneuquinos@gmail.com
3381,58035,1980,biblioteca_irmac@yahoo.com.ar
3646,58035,1997,bib.granneuquen@hotmail..com
4052,58035,2002,bibliotecadenevares@yahoo.com.ar
4113,58035,2001,bgsmartin@hotmail.com
4162,58035,2004,Biblioteca.popular.huilliches@gmail.com
4237,58035,2003,bibliotecapopularsalomon@hotmail.com
4296,58035,1980,bibliopopespaciodelibertad@yahoo.com.ar
3143,58035,1980,bibliojuanbenigar@hotmail.com
3168,58035,1980,bibliotecavalentinsayhueque@hotmail.com
3099,58035,1980,bibliomalargen@hotmail.com
3919,58035,1993,bibliocarmen.mellado@gmail.com
4254,58035,2002,biblioteca15dejunio@hotmail.com
3023,58049,1983,bpgalvarez@yahoo.com.ar
826,58056,1917,bp9jul@smandes.com.ar
3097,58077,1980,bipopclq@yahoo.com.ar
2142,58084,1942,bibliotecaphuecu@hotmail.com
4305,58091,2005,bibpopjfernandez@hotmail.com
1522,62091,1931,bibliotecapopularjacobacci@yahoo.com.ar
830,62007,1906,biblioteca.mitre@yahoo.com.ar
3150,62007,1990,bibliotecadelninio@hotmail.com
4235,62007,2004,bibliotecapabloneruda@live.com.ar
3147,62014,1980,bibliotecapgv@yahoo.com.ar
832,62014,1918,bibliotecachoelechoel@yahoo.com.ar
967,62014,1980,elarteesrealidad@yahoo.com.ar
3068,62014,1985,bibliotecalamarque@hotmail.com
2128,62014,1942,bibliopizzurnobeltran@gmail.com
1701,62021,1932,bibliotecasarmiento@elbolson.com
1303,62021,1928,secretaria@bibliotecasarmiento.com.ar
3964,62021,1986,bibliofranciscomoreno@yahoo.com.ar
4023,62021,1999,aliciainchauspe@bariloche.com.ar
4181,62021,1980,biblioborges@hotmail.com
4373,62021,2007,labiblio.bibliotecaries@gmail.com
829,62028,1905,bibliotecageneralconesa@gmail.com
2603,62042,1932,biblio5saltos@hotmail.com
3903,62042,1997,biblioteca_mundo_feliz@yahoo.com.ar
3195,62042,1984,bibliotecaraulentraigas@hotmail.com
3735,62042,1980,bibliotecaescritora@gmail.com
3634,62042,1980,bibliopopulardecordero@yahoo.com.ar
2922,62042,1974,bpamigosdellibro@hotmail.com
2114,62042,1936,bibliotecapopularroca@gmail.com
3082,62042,1980,bipocre@hotmail.com
3362,62042,1980,lesniniesprimero@gmail.com
3600,62042,1980,amancaybibliotecapopular@yahoo.com.ar
4149,62042,1980,bibliopopluciaepullan@yahoo.com.ar
4153,62042,1980,bibliorivera@yahoo.com.ar
4261,62042,2004,bibliotecapopjuliocortazar@hotmail.com
2891,62042,1971,BPRICARDOROJAS@HOTMAIL.COM
4148,62056,1980,bibliotecanorquinco@gmail.com
3941,62070,1980,bibliotecapilcaniyeu@yahoo.com.ar
4374,62077,2006,bibliotecapuertodeleste@outlook.com
2926,62077,1955,bibliotecacincuentenario@yahoo.com.ar
2968,62077,1978,biblionov@yahoo.com.ar
3930,62070,1996,bibliotecapopulardinahuapi@gmail.com
3083,62084,1960,bibliotecaceferino@yahoo.com.ar
4385,66084,2022,barriolamadrid326@gmail.com
3125,66028,1964,biblo424@hotmail.com
3474,66028,1979,bpmacachaguemes-3474@hotmail.com
3651,66028,1994,elba_ugarte@hotmail.com
3734,66028,1997,biposamposal@hotmail.com
3781,66028,1980,bibliotecapopularmariaestergauna@hotmail.com
3808,66028,1980,bibliotecafcosolano@hotmail.es
3822,66028,1997,bpsarmiento3822@hotmail.com
3838,66028,1999,bibliotecanoragodoy@hotmail.com
3868,66028,1999,bibaparicio@hotmail.com
4317,66028,2008,bibliotecamariemadeleine@gmail.com
4342,66028,2012,biblioteca.rosaparks@hotmail.com
3938,66035,1999,bibliotecacerrillos@yahoo.com.ar
3610,66049,1963,martinfierro2004jh@yahoo.com.ar
1366,66049,1928,sarmientobp1366@gmail.com
3759,66056,1998,bibaguaray@hotmail.com
4109,66056,1980,bibliotecaamparofdemaidana@yahoo.com.ar
4083,66077,2002,bibliotecaelmolino4083@yahoo.com.ar
3286,66112,1980,bibliotecapopularelgalpon@yahoo.com.ar
4035,66133,2001,bipmirabal@hotmail.com
3745,66161,1980,bpsantavictoria@gmail.com 
3733,70028,1980,marina_vilte@hotmail.com
2242,70028,1944,bp_camilorojo@yahoo.com.ar
3213,70028,1956,asic_americas@yahoo.com.ar
3311,70028,1980,bibpopem@hotmail.com
2620,70049,1954,biblpoplasflores2620@yahoo.com.ar
3108,70077,1935,cervantesbiblioteca98@gmail.com
3998,70077,1980,Bibliotecapop7@gmail.com
4093,70077,1980,alfonsinastorni.rawsonsj@gmail.com
4217,70077,2008,bibliotecapopularsur@hotmail.es
3133,70028,1990,bibliosanjuan@hotmail.com
3693,70077,1966,bibliotecapopularmarianomoreno@hotmail.com
2152,70084,1940,bibliotecajuanromulofernandez@hotmail.com
3490,70084,1993,bibliotecapabloramellasj@hotmail.com
3112,70091,1988,bibjulioeliasbriggiler@yahoo.com.ar
3637,70098,1997,bibgsm@yahoo.com.ar
3109,70028,1987,biblioteca1defebrero@hotmail.com
4279,70028,2003,bpmariowvictorio@gmail.com
3406,70028,1993,bibliolaescalera@hotmail.com
4354,70112,2009,bibliotecaullum@gmail.com
3706,70119,1996,oscarobles01@gmail.com
603,74028,1916,mario_saulsosa@hotmail.com
3273,74028,1996,bibliotecapopularcaminito@hotmail.com
3444,74021,1980,marthaag_05@hotmail.com
4055,74035,1997,bpfourcade@yahoo.com.ar
987,74035,1937,mariel_ra19@live.com.ar
1827,74035,1934,evelynbcrr9@gmail.com
3188,74035,1980,aguero_cnbp_vm3188@yahoo.com.ar
3504,74035,1995,labibliopopular@yahoo.com.ar
4215,74035,2007,graciela.elisa.alcaraz@gmail.com
3284,74049,1980,micaelabeatriz@hotmail.com
608,74049,1915,bibliopop@live.com
3056,74049,1992,poetaaguero@merlo_sl.com.ar
3594,74049,1980,bipa6@live.com.ar
4369,74049,2017,bibliotecapopular.elfaro@gmail.com
3216,74056,1993,bibliourbanojnunez9@yahoo.com.ar
2639,74056,1954,bibliotecaisaacnewton@gmail.com
3242,74056,1993,bibliobornemann@gmail.com
4186,74056,1980,biblioteborges@hotmail.com
3430,74063,1980,bibliojuanpascualpringles2012@hotmail.com
3323,78014,1994,bibliodelmirador@yahoo.com.ar
4046,78014,1999,biblocs@hotmail.com
3500,78014,1980,biblioaimepaine@hotmail.com
3484,78021,1980,biblioteca@riogallegos.gov.ar
3527,78021,1996,bibliokunfiquiros@yahoo.com
4304,78028,1988,biblioculturaelchalten@yahoo.com.ar
3259,78035,1980,biamigosdelsaber@yahoo.com.ar
490,82077,1980,biblioteca9dejulio@tostado.com.ar
1789,82007,1931,bpsarmientoarmstrong@yahoo.com.ar
3163,82007,1969,bibliobouquet@hotmail.com
2951,82007,1976,bibliotecajhernandez@arnet.com.ar
1936,82007,1934,bibliotecamdeoca@redcrs.com.ar
1600,82007,1930,bibliotortugas@hotmail.com
1599,82014,1932,bpmitrearequito@gmail.com
2760,82014,1953,bibelateneo@gmail.com
411,82014,1908,bibcasado@arnet.com.ar
2189,82014,1939,biblbelgrano@gmail.com
2601,82021,1953,bibliotecadeangelica@hotmail.com.ar
4365,82021,2001,bp_arcoiris_bi@yahoo.com.ar
4316,82021,2013,bib-alfonsinastorni.cbicha@hotmail.com
1408,82021,1929,bpmoreno1408@yahoo.com.ar
4337,82021,2010,bibliotecareinaudi@hotmail.com
2997,82021,1974,bpmj@coopmj.com.ar
2254,82021,1937,biblioteca_jmestrada@hotmail.com
2927,82021,1939,biblioteca2927@yahoo.com.ar
4291,82021,2010,bibliombrasca@hotmail.com
3986,82021,1925,bp.mm@hotmail.com
1680,82028,1932,aropalo@yahoo.com.ar
859,82028,1921,bibliotecabombal@bombal.net.ar
3032,82028,1963,bibcervantes3032@yahoo.com.ar
424,82028,1918,bibliotecajbmolina@gmail.com
479,82028,1917,bibliotecapeylsp@yahoo.com.ar
481,82028,1920,bibliopeyrano@gmail.com
467,82028,1980,bpmanuelbelgrano@hotmail.com
1808,82028,1917,binioro@gmail.com
3957,82035,2000,bpdomingogsilva@yahoo.com.ar
2945,82042,1925,biblio2945amenabar@hotmail.com
1952,82042,1937,biblioteca_chovet@hotmail.com
3447,82014,1963,bpsarmiento1963@gmail.com
3029,82042,1975,bibliohug@gmail.com
2942,82042,1976,bibliotecalugones@bombal.net.ar
2472,82042,1950,bibliomm@hotmail.com
488,82042,1917,bibliopopular488@hotmail.com
1175,82042,1913,bibliopoprmunijoseingenieros@gmail.com
2037,82042,1934,crycuniondelnorte@gmail.com
1472,82042,1930,bibliosancti@coopsancti.com.ar
2339,82042,1937,bibliorivadavia@hotmail.com
469,82042,1930,biblioameghino@powervt.com.ar
1582,82042,1931,aliciamargalida2002@yahoo.com.ar
2840,82042,1960,bp2840@bepe.ar
2642,82049,1954,bibliopopularmmavellaneda@hotmail.com
4167,82049,1980,bibjuliomigno@hotmail.com
3812,82049,1980,graciela_2102@hotmail.com
4360,82049,2013,bibliotecafortinarenales@outlook.es
4154,82049,1980,bp15dejunio@yahoo.com.ar
426,82049,1922,biblioteca@malabrigo.com
2012,82049,1980,biblio_marianomoreno@hotmail.com.ar
4060,82049,1980,bibliovillaana_1994@hotmail.com
2208,82056,1936,biblioppizzurno@hotmail.com
2883,82056,1970,biblioastorni@yahoo.com.ar
414,82056,1920,biblioteca.br@gmail.com
2831,82056,1943,bibliosarmientoadeo@hotmail.com
1041,82119,1924,c3biblpizzurno1@yahoo.com.ar
2178,82056,1943,biblioteca_carrizales@hotmail.com
3936,82056,1976,bibpcorrea@hotmail.com
4070,82056,2002,giaconecarlos@yahoo.com.ar
973,82056,1920,amigosdelabibliotecasarmiento@gmail.com
2913,82056,1973,ccvigilveloisa@outlook.com
1083,82063,1925,bibalberdilp@hotmail.com
463,82063,1918,dgsilva23@hotmail.com
455,82063,1907,bibliomitre0455@yahoo.com.ar
487,82063,1912,biblioteca_moreno@yahoo.com.ar
1016,82063,1915,bibpop@santafe-conicet.gov.ar
2123,82063,1939,bibliobrown@hotmail.com
2331,82063,1947,bibmaestro@gmail.com
2444,82063,1943,centro.espaniolbp.santafe@gmail.com
2611,82063,1942,bibliotecambooz@gmail.com
2772,82063,1929,bpizzurnosfe@hotmail.com
3934,82063,1976,bibliotecabica@gmail.com
4301,82063,2010,bibliotecapopularosvaldobayer@yahoo.com.ar
4302,82063,2009,bibliotecapopularsantafesina@hotmail.com
4308,82063,2010,juglaressinfrontera@gmail.com
4330,82063,2013,biblioamilcarrenna@gmail.com
2885,82070,1969,jbalberdi@educ.ar
1144,82070,1926,bibliopopular@hotmail.com
945,82070,1922,bibliohumboldt@arnet.com.ar
2207,82070,1943,biblioteca.jbalberdi@hotmail.com
4381,82070,2018,josehernandezbibliotecapopular@gmail.com
4206,82070,1980,bibliotecagunziger@hotmail.com
4298,82070,2010,bibliotecapopularnuevotorino@gmail.com
3873,82070,1998,bibliote@pilar-sfe.com.ar
4226,82070,2003,bibliotecapopularmed@hotmail.com
4379,82070,2018,bibpop.angelaperaltapino@hotmail.com
4234,82070,2006,comunasape@yahoo.com.ar
3978,82070,2000,bibliotecammsjn@hotmail.com
2811,82070,1935,bibliosantodomingo@gmail.com
1800,82084,1932,bibliotecajmalet@gmail.com
470,82084,1917,bibliocgspano@msn.com
1265,82084,1980,biblioteca25demayo@gmail.com
3898,82084,2000,bpelbuensaber2004@yahoo.com.ar
4220,82084,2007,bibliotecajuliomigno@hotmail.com
483,82084,1911,bibpopee@yahoo.com.ar
982,82084,1922,bibliotecaamoralestudio@hotmail.com
1093,82084,1925,bibaristobulo@yahoo.com.ar
2004,82084,1935,bibliotecaalberdi@hotmail.com
2005,82084,1936,bibliohomero@hotmail.com
2094,82084,1928,bibpopfherrera@yahoo.com.ar
2449,82084,1910,biblarg@rosario.gov.ar
2690,82084,1944,bpccvigil@gmail.com
3006,82084,1979,bpmorenorosario@hotmail.com.ar
3199,82084,1990,bibalfonsina@gmail.com
3528,82084,1976,bibliolaflorida@yahoo.com.ar
3869,82084,1980,bibliorfontanarrosa@hotmail.com
3907,82084,2000,bibliocachilo@gmail.com
3980,82084,2000,bibliotecaamaprosario@gmail.com
4082,82084,2002,bpgastongori@hotmail.com
4191,82084,1980,nogaralito@hotmail.com
3923,82084,2000,bpedronisoldini@yahoo.com.ar
3892,82084,1995,bibliotecauranga@hotmail.com
3911,82091,2000,masosa@cooparrufo.com.ar
413,82091,1910,gorositodaniela@hotmail.com
4397,82091,2022,cr19.biblioteca@gmail.com
2187,82091,1935,bibpopalberdi@yahoo.com.ar
460,82091,1910,bibliotecapop_sancristobal@hotmail.com
1924,82091,1933,bpsarmiento.suardi@gmail.com
3948,82091,2000,biblioalas@vtcc.com.ar
4157,82098,1980,compartir-08@hotmail.com
3155,82098,1981,bpd@romang.trcnet.com.ar
4038,82098,1983,bibliojmigno@yahoo.com.ar
4356,82105,2014,bibliotecap_loslibrosyelrio@outlook.com.ar
4282,82105,2011,bpcdiaz@hotmail.com
420,82105,1905,bibliotecagalvez@cablenet.com.ar
476,82105,1919,biblalcacer@hotmail.com
925,82112,1922,bibliotecagcrespo@hotmail.com.ar
4068,82112,2002,bibliolacriolla@gcrespo.com.ar
991,82112,1919,biblioteca@sanjustosf.com.ar
3977,82112,2000,normagcarena@hotmail.com
4353,82112,2006,videlac.cultural@gmail.com
3570,82119,1977,bibcb@hotmail.com
1152,82119,1917,bibliotecasarmiento@arnet.com.ar
2038,82119,1939,bibliotecapopular.almafuerte@gmail.com
1119,82126,1924,bibliotecacdarosquin@velosat.com.ar
473,82126,1917,bibliomarmol@live.com
985,82126,1924,bmitre24@yahoo.com.ar
3365,82126,2005,bibliopiccolo@eltrebol.gov.ar
3013,82126,1979,bibliotecapopulardelandeta@gmail.com
4223,82126,2008,bpalejandria@outlook.com
1970,82126,1937,bpsm1970@gmail.com
1838,82126,1934,bpsme@sme.com.ar
876,82126,1919,bipsm@sme.com.ar
4029,82021,1980,bibjhernandez4029@yahoo.com.ar
4015,82070,2002,bibliopopularfelicia@outlook.com
4174,82014,2004,bibpopmarianomoreno@yahoo.com.ar
4198,82133,1980,bibliotecaangelmedina@hotmail.com
3030,82133,1980,garabato@trcnet.com.ar
3390,82133,1995,bptanino@csdnet.com.ar
3379,82133,1994,biblioteca@cosemar.com.ar
3703,86028,1980,bpnassif@hotmail.com
2763,86035,1940,bibliotecapopularconradojuarez@hotmail.com
3123,86035,1966,bpcarlospellegrini@live.com.ar
3174,86035,1987,bibliotecadbravo@hotmail.com
3274,86035,1994,bpsanmartinlabanda@hotmail.com.ar
3827,86035,1980,bibpopriodulce@hotmail.com
4089,86035,1980,mishquila8@hotmail.com
2252,86042,1943,bpbelgrano2252_bandera@hotmail.com
1204,86049,1926,bpaalvarez@hotmail.com
1662,86049,1930,bibliounzaga@yahoo.es
2084,86049,1938,bibliotecarrojas@gmail.com
3122,86049,1933,bpe_echeverria@hotmail.com
3496,86049,1980,bpclubdemaestros@hotmail.com
3566,86049,1996,bibliosigloveintiuno@hotmail.com
4057,86049,1936,biblioteca_marmol@hotmail.com
4200,86049,1980,bp.canal-feijot-sgo@hotmail.es
4358,86049,2003,bibliotecashun.16@gmail.com
612,86077,1919,pedrourquizanqn@hotmail.com
1179,86077,1922,bibsarmientoanatuya@hotmail.com
4253,86091,2009,bpmarianomorenoph@gmail.com
3816,86105,1999,bibliotecaeduardomiguel@hotmail.com
1497,86147,1917,juanaro66@hotmail.com
4328,86161,2012,bibliotecaelalgarrobal@gmail.com
2597,94007,1953,bibliotecaeduardoschmidt@hotmail.com.ar
3239,94007,1993,bibliotecaij@hotmail.com
3340,94007,1980,bibliotecakaukren@hotmail.com
3951,94007,2001,nuestra_biblioteca@hotmail.com
4150,94007,1980,bplmp@hotmail.com
4386,90084,2022,patriagrandebp@gmail.com
644,90084,1903,bipopalberdi100@hotmail.com
4050,90084,2001,bibliosaberciudadano@hotmail.com
4333,90084,2011,bpob.osvaldobayer@gmail.com
3539,90014,1988,biblugones@hotmail.com
3119,90014,1980,bp_juanpablo2tuc@hotmail.com
3532,90056,1995,bibliopadresaravia@gmail.com
642,90070,1906,sociedadybibliotecamitre@yahoo.com.ar
2418,90070,1949,bibliotecaluisabuffodeferro@yahoo.com.ar
3116,90070,1987,biblioarancibia@hotmail.com
1799,90070,1929,bpcnv@yahoo.com.ar
4158,90119,1980,bibliolaranda@yahoo.com.ar
